URL,Type,Hostname,IP Address,Last Modified,Path
https://www.wikipedia.org,benign,www.wikipedia.org,185.15.59.224,"Wed, 26 Jun 2024 20:25:43 GMT",
 https://www.amazon.com,benign,www.amazon.com,13.224.242.232,"Tue, 18 Jun 2024 19:13:51 GMT",
https://www.baidu.com,benign,www.baidu.com,103.235.46.96,"Mon, 13 Jun 2016 02:50:23 GMT",
https://www.microsoft.com,benign,www.microsoft.com,2.17.5.133,"Tue, 26 Mar 2024 18:16:43 GMT",
https://www.popads.net,benign,www.popads.net,216.21.13.12,"Fri, 21 Jun 2024 07:50:55 GMT",
https://www.adobe.com,benign,www.adobe.com,2.18.190.137,"Sat, 26 Oct 2019 00:39:25 GMT",
https://www.tribunnews.com,benign,www.tribunnews.com,18.245.162.15,"Mon, 20 May 2024 07:26:24 GMT",
https://www.nicovideo.jp,benign,www.nicovideo.jp,18.165.227.31,"Fri, 28 Jun 2024 10:39:30 GMT",
https://www.thepiratebay.org,benign,www.thepiratebay.org,162.159.136.6,"Mon, 25 Sep 2023 10:29:57 GMT",
https://www.nytimes.com,benign,www.nytimes.com,199.232.53.164,"Sat, 29 Jun 2024 12:50:53 GMT",
https://www.craigslist.org,benign,www.craigslist.org,208.82.237.1,"Sat, 29 Jun 2024 12:07:51 GMT",
https://www.thestartmagazine.com,benign,www.thestartmagazine.com,199.232.53.44,"Sat, 29 Jun 2024 12:51:29 UTC",
https://www.aparat.com,benign,www.aparat.com,185.147.178.12,"Sat, 29 Jun 2024 10:58:30 GMT",
https://www.chase.com,benign,www.chase.com,95.100.104.7,"Fri, 14 Jun 2024 18:47:11 GMT",
https://www.discordapp.com,benign,www.discordapp.com,162.159.134.233,"Sat, 29 Jun 2024 12:51:18 GMT",
https://www.flipkart.com,benign,www.flipkart.com,103.243.32.90,"Sun, 07 Jul 2024 19:22:13 GMT",
https://www.nih.gov,benign,www.nih.gov,2.18.63.31,"Sat, 29 Jun 2024 07:30:40 GMT",
https://www.cnet.com,benign,www.cnet.com,199.232.54.154,"Sat, 29 Jun 2024 12:50:46 GMT",
https://www.blogger.com,benign,www.blogger.com,216.58.204.73,"Thu, 02 Nov 2023 22:48:00 GMT",
https://www.fc2.com,benign,www.fc2.com,104.244.99.18,"Sat, 29 Jun 2024 12:51:17 GMT",
https://www.doubleclick.net,benign,www.doubleclick.net,216.58.204.78,"Fri, 31 May 2024 18:08:00 GMT",
https://www.google.cn,benign,www.google.cn,142.250.180.3,"Tue, 12 Mar 2024 06:00:00 GMT",
https://www.providr.com,benign,www.providr.com,192.64.113.112,"Sat, 29 Jun 2024 07:51:43 GMT",
https://www.walmart.com,benign,www.walmart.com,2.19.168.127,"Sat, 29 Jun 2024 12:51:02 GMT",
https://www.wikihow.com,benign,www.wikihow.com,199.232.53.91,"Fri, 28 Jun 2024 13:42:42 GMT",
https://www.w3schools.com,benign,www.w3schools.com,192.229.133.221,"Sat, 29 Jun 2024 10:16:38 GMT",
https://www.uol.com.br,benign,www.uol.com.br,104.77.160.70,"Sat, 29 Jun 2024 12:51:33 GMT",
https://www.metropcs.mobi,benign,www.metropcs.mobi,216.137.44.78,"Tue, 04 Jun 2024 07:56:34 GMT",
https://www.ladbible.com,benign,www.ladbible.com,104.16.223.192,"Sat, 29 Jun 2024 12:42:53 GMT",
https://www.speakol.com,benign,www.speakol.com,18.245.143.31,"Sat, 29 Jun 2024 12:37:44 GMT",
https://www.bankofamerica.com,benign,www.bankofamerica.com,171.161.102.100,"Tue, 25 Jun 2024 01:12:04 GMT",
https://www.ikea.com,benign,www.ikea.com,2.19.169.94,"Wed, 26 Jun 2024 09:06:38 GMT",
